infoStartAddr:	0x36F0
numEntries:	0x7D	125
title:	DECAL_PARAM_ST
paramStartAddr:	0x00000BF8
entryID   	paramAddr 	infoAddr  	textureId	dmypolyId	pitchAngle	yawAngle	nearDistance	farDistance	nearSize	farSize	maskSpeffectId	randomVariationNum:4	replaceTextureId_byMaterial:1	dmypolyCategory:2	decalShapeType:4	useDeferredDecal:1	usePaintDecal:1	targetAttackChr:1	targetDamageChr:1	targetOtherChr:1	targetMapObj:1	usePom:1	randomSizeMin	randomSizeMax	randomRollMin	randomRollMax	randomPitchMin	randomPitchMax	randomYawMin	randomYawMax	pomHightScale	pomSampleMin	pomSampleMax	pad_00[14]
0x0000016B	0x00001750	0x000039D6	11011000	178	-50.0	0.0	-2.0	7.0	3.0	4.0	-1	2	0	0	0	1	1	1	1	1	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 7cca 6559 533a 9577 005f 53f3 8155 3000 30ad 30e3 30e9 002c 30de 30c3 30d7
0x0000016F	0x000017A8	0x000039F8	11011000	179	80.0	0.0	-2.0	7.0	3.0	4.0	-1	2	0	0	0	1	1	1	1	1	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 7cca 6559 533a 9577 005f 5de6 8155 3000 30ad 30e3 30e9 002c 30de 30c3 30d7
0x00000170	0x00001800	0x00003A1A	11011000	101	-80.0	50.0	-2.0	7.0	3.0	4.0	-1	2	0	0	0	1	1	1	1	1	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 7cca 6559 533a 9577 005f 53f3 819d 3000 30ad 30e3 30e9 002c 30de 30c3 30d7
0x00000171	0x00001858	0x00003A3C	11011000	102	-70.0	-90.0	-2.0	7.0	3.0	4.0	-1	2	0	0	0	1	1	1	1	1	1	0	23040	28160	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 7cca 6559 533a 9577 005f 5de6 819d 3000 30ad 30e3 30e9 002c 30de 30c3 30d7
0x00000190	0x000018B0	0x00003A5E	33031100	-1	52.0	5.0	-1.0	3.0	1.5	1.5	-1	0	1	0	0	0	1	1	1	1	1	0	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 6cb9 307e 307f 308c
0x000001F4	0x00001908	0x00003A68	33031000	150	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c
0x000001F5	0x00001960	0x00003A72	33031000	151	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c
0x000001F6	0x000019B8	0x00003A7C	33031000	152	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c
0x000001F7	0x00001A10	0x00003A86	33031000	153	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c
0x000001F8	0x00001A68	0x00003A90	33031000	154	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c
0x000001F9	0x00001AC0	0x00003A9A	33031000	155	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c
0x000001FE	0x00001B18	0x00003AA4	33031000	160	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c
0x000001FF	0x00001B70	0x00003AAE	33031000	161	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c
0x00000200	0x00001BC8	0x00003AB8	33031000	162	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c
0x00000201	0x00001C20	0x00003AC2	33031000	163	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c
0x00000202	0x00001C78	0x00003ACC	33031000	164	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c
0x00000208	0x00001CD0	0x00003AD6	33031000	165	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c
0x00000209	0x00001D28	0x00003AE0	33031000	166	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c
0x0000020A	0x00001D80	0x00003AEA	33031000	167	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c
0x0000020B	0x00001DD8	0x00003AF4	33031000	168	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c
0x0000020C	0x00001E30	0x00003AFE	33031000	169	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c
0x00000212	0x00001E88	0x00003B08	33031000	140	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c 3000 8fd1 63a5 0032 6483 76ee
0x00000213	0x00001EE0	0x00003B1E	33031000	141	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c 3000 8fd1 63a5 0032 6483 76ee
0x00000214	0x00001F38	0x00003B34	33031000	142	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c 3000 8fd1 63a5 0032 6483 76ee
0x00000215	0x00001F90	0x00003B4A	33031000	143	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c 3000 8fd1 63a5 0032 6483 76ee
0x00000216	0x00001FE8	0x00003B60	33031000	144	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c 3000 8fd1 63a5 0032 6483 76ee
0x0000021C	0x00002040	0x00003B76	33031000	145	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c 3000 8fd1 63a5 0032 6483 76ee
0x0000021D	0x00002098	0x00003B8C	33031000	146	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c 3000 8fd1 63a5 0032 6483 76ee
0x0000021E	0x000020F0	0x00003BA2	33031000	147	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c 3000 8fd1 63a5 0032 6483 76ee
0x0000021F	0x00002148	0x00003BB8	33031000	148	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c 3000 8fd1 63a5 0032 6483 76ee
0x00000220	0x000021A0	0x00003BCE	33031000	149	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 3072 3073 5272 308c 3000 8fd1 63a5 0032 6483 76ee
0x00000258	0x000021F8	0x00003BE4	0	-1	10.0	40.0	-1.0	3.0	3.0	3.0	-1	0	0	0	0	1	0	1	1	1	1	0	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 7126 3052 8de1 3000 4e2d
0x00000259	0x00002250	0x00003BF0	0	-1	40.0	0.0	-1.0	3.0	0.5	0.5	-1	0	0	0	0	0	1	1	1	1	1	0	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 7126 3052 8de1 0020 6575 002d 0050 0043 3000 4e2d
0x0000025A	0x000022A8	0x00003C06	0	-1	10.0	40.0	-1.0	3.0	1.5	1.5	-1	0	0	0	0	1	0	1	1	1	1	0	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 7126 3052 8de1 0020 5c0f
0x0000025B	0x00002300	0x00003C12	0	-1	40.0	0.0	-1.0	3.0	0.5	0.5	-1	0	0	0	0	0	1	1	1	1	1	0	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 7126 3052 8de1 0020 6575 002d 0050 0043 3000 5c0f
0x000002BC	0x00002358	0x00003C28	33031000	-1	0.0	0.0	-1.0	3.0	4.0	4.0	-1	0	0	0	0	1	0	1	1	1	1	1	25600	-32256	-158456325028528675187087900672.0	-158459970695453450553192873984.0	-0.0	-0.0	-0.0	-0.0	-0.000	59	16		 0050 004f 004d 30c6 30b9 30c8
0x00000320	0x000023B0	0x00003C36	43011000	178	-39.0	-5.0	0.0	7.0	2.6	3.3	481	2	0	0	0	1	1	1	1	1	1	0	23040	28160	131072.0	158459989584919382031773728768.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 7cca 6708 306e 843d 3068 3057 5b50 ff08 53f3 8155 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x00000321	0x00002408	0x00003C5E	43011000	179	-39.0	-5.0	0.0	7.0	2.6	3.3	482	2	0	0	0	1	1	1	1	1	1	0	23040	28160	131072.0	158459989584919382031773728768.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 7cca 6708 306e 843d 3068 3057 5b50 ff08 5de6 8155 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x00000322	0x00002460	0x00003C86	43011000	172	-146.0	7.0	-1.5	7.0	2.6	3.3	481	2	0	0	0	1	1	1	1	1	1	0	23040	28160	131072.0	158459989584919382031773728768.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 7cca 6708 306e 843d 3068 3057 5b50 ff08 53f3 65b9 0030 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x00000323	0x000024B8	0x00003CB0	43011000	173	-146.0	7.0	-1.5	7.0	2.6	3.3	481	2	0	0	0	1	1	1	1	1	1	0	23040	28160	131072.0	158459989584919382031773728768.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 7cca 6708 306e 843d 3068 3057 5b50 ff08 53f3 65b9 0031 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x00000324	0x00002510	0x00003CDA	43011000	174	-146.0	7.0	-1.5	7.0	2.6	3.3	483	2	0	0	0	1	1	1	1	1	1	0	23040	28160	131072.0	158459989584919382031773728768.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 7cca 6708 306e 843d 3068 3057 5b50 ff08 5f8c 65b9 0030 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x00000325	0x00002568	0x00003D04	43011000	175	-146.0	7.0	-1.5	7.0	2.6	3.3	483	2	0	0	0	1	1	1	1	1	1	0	23040	28160	131072.0	158459989584919382031773728768.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 7cca 6708 306e 843d 3068 3057 5b50 ff08 5f8c 65b9 0031 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x00000326	0x000025C0	0x00003D2E	43011000	176	-146.0	7.0	-1.5	7.0	2.6	3.3	482	2	0	0	0	1	1	1	1	1	1	0	23040	28160	131072.0	158459989584919382031773728768.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 7cca 6708 306e 843d 3068 3057 5b50 ff08 5de6 65b9 0030 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x00000327	0x00002618	0x00003D58	43011000	177	-146.0	7.0	-1.5	7.0	2.6	3.3	484	2	0	0	0	1	1	1	1	1	1	0	23040	28160	131072.0	158459989584919382031773728768.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 7cca 6708 306e 843d 3068 3057 5b50 ff08 5de6 65b9 0031 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x00000328	0x00002670	0x00003D82	43011000	208	-146.0	7.0	0.0	7.0	2.6	3.3	483	2	0	0	0	1	1	1	1	1	1	0	23040	28160	131072.0	158459989584919382031773728768.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 7cca 6708 306e 843d 3068 3057 5b50 ff08 53f3 8db3 0030 ff09 3000 0050 0043 002d 30de 30c3 30d7
0x00000329	0x000026C8	0x00003DAC	43011000	206	-146.0	7.0	0.0	7.0	2.6	3.3	484	2	0	0	0	1	1	1	1	1	1	0	23040	28160	131072.0	158459989584919382031773728768.0	-0.0	-0.0	-0.0	-0.0	-0.000	63	8		 8840 7cca 6708 306e 843d 3068 3057 5b50 ff08 5de6 8db3 0030 ff09 3000 0050 0043 002d 30de 30c3 30d7
