infoStartAddr:	0x57E8
numEntries:	0x37	55
title:	WIND_PARAM_ST
paramStartAddr:	0x00000568
entryID   	paramAddr 	infoAddr  	commonCapsuleBeginDmyId	commonCapsuleEndDmyId	commonCapsuleRadius	commonReserve[120]	sfxWindEnable:1	sfxIgnorePlayerSfx:1	sfxIsCollision:1	sfxPad_0[3]	sfxDirPitchMin	sfxDirPitchMax	sfxDirYawMin	sfxDirYawMax	sfxCycleMin	sfxCycleMax	sfxSpeedMin	sfxSpeedMax	sfxMaximumDrag	sfxReserve[88]	clothWindEnable:1	clothVertexWind:1	clothPad_0[3]	clothDirPitchMin	clothDirPitchMax	clothDirYawMin	clothDirYawMax	clothCycleMin	clothCycleMax	clothSpeedMin	clothSpeedMax	clothMaximumDrag	clothReserve[88]
0x072894A3	0x00001468	0x000058D0	0	0	1.0		1	0	0		15.0	75.0	30.0	90.0	0.050	0.050	0.5	2.0	1.0		1	0		10.0	50.0	-65.0	-25.0	3.0	8.0	5.0	10.0	10.0		 006d 0032 0030 005f 0030 0031 5b64 5150 9662 524d
0x072894A4	0x000015E8	0x000058E6	0	0	1.0		1	0	0		15.0	75.0	30.0	90.0	0.010	0.010	0.5	2.0	1.0		1	0		-15.0	15.0	-45.0	-15.0	6.0	15.0	2.5	5.0	10.0		 006d 0032 0030 005f 0030 0031 5b64 5150 9662 8107
0x072894A5	0x00001768	0x000058FC	0	0	1.0		1	0	0		-15.0	15.0	-15.0	15.0	0.010	0.010	0.5	2.0	1.0		1	0		-15.0	15.0	-15.0	15.0	6.0	15.0	2.5	5.0	10.0		 006d 0032 0030 005f 0030 0031 5b64 5150 9662 901a 8def ff08 7a93 7834 58ca 5f8c ff09
0x072894A6	0x000018E8	0x00005920	0	0	1.0		1	0	0		-15.0	15.0	-15.0	15.0	0.010	0.010	0.1	0.2	1.0		1	0		-15.0	15.0	-15.0	15.0	6.0	15.0	2.5	5.0	10.0		 006d 0032 0030 005f 0030 0031 5b64 5150 9662 30db 30fc 30eb
0x072894A7	0x00001A68	0x0000593A	0	0	1.0		1	0	0		15.0	75.0	30.0	90.0	0.050	0.050	0.3	1.0	1.0		1	0		-30.0	30.0	-75.0	-15.0	2.0	6.0	10.0	20.0	10.0		 006d 0032 0030 005f 0030 0031 5b64 5150 9662 30c6 30e9 30b9
0x072894A8	0x00001BE8	0x00005954	0	0	1.0		1	0	0		15.0	75.0	30.0	90.0	0.050	0.050	0.3	2.3	1.0		1	0		-5.0	35.0	-80.0	-40.0	3.0	8.0	5.0	10.0	10.0		 006d 0032 0030 005f 0030 0031 5b64 5150 9662 ff5e 8056 5802 30c6 30e9 30b9
0x072894A9	0x00001D68	0x00005974	0	0	1.0		1	0	0		15.0	75.0	30.0	90.0	0.010	0.050	0.3	2.3	1.0		1	0		-15.0	15.0	-75.0	-45.0	5.0	15.0	0.2	2.5	10.0		 006d 0032 0030 005f 0030 0031 8056 5802 30c6 30e9 30b9
0x072894AA	0x00001EE8	0x0000598C	0	0	1.0		1	0	0		15.0	75.0	30.0	90.0	0.050	0.050	0.3	2.3	1.0		1	0		10.0	50.0	-65.0	-25.0	3.0	8.0	5.0	10.0	10.0		 006d 0032 0030 005f 0030 0031 8056 5802 524d
0x072894AB	0x00002068	0x000059A0	0	0	1.0		1	0	0		30.0	60.0	-15.0	15.0	0.010	0.010	0.1	0.3	1.0		1	0		30.0	60.0	-15.0	15.0	6.0	15.0	2.5	5.0	10.0		 006d 0032 0030 005f 0030 0031 30dc 30b9 524d 901a 8def ff08 6249 004f 0050 0045 004e 5f8c ff09
0x072894AC	0x000021E8	0x000059C8	0	0	1.0		1	0	0		0.0	30.0	-15.0	15.0	0.010	0.010	0.1	0.3	1.0		1	0		0.0	30.0	-15.0	15.0	6.0	15.0	2.5	5.0	10.0		 006d 0032 0030 005f 0030 0031 30dc 30b9 90e8 5c4b
0x072957F0	0x00002368	0x000059DE	0	0	1.0		1	0	0		-20.0	20.0	-20.0	20.0	0.050	0.050	0.7	0.7	1.0		1	1		-20.0	20.0	-20.0	20.0	3.0	8.0	10.0	10.0	10.0		 006d 0032 0030 005f 0030 0031 5c0f 6249 958b 3051 3066 5439 304d 8fbc 3080
0x072957F1	0x000024E8	0x000059FE	0	0	1.0		1	0	0		-20.0	20.0	-20.0	20.0	0.050	0.050	0.7	0.7	1.0		1	1		-20.0	20.0	-20.0	20.0	3.0	8.0	10.0	10.0	10.0		 006d 0032 0030 005f 0030 0031 5927 6249 958b 3051 3066 5439 304d 8fbc 3080
0x072957F2	0x00002668	0x00005A1E	0	0	1.0		1	0	0		-20.0	20.0	-20.0	20.0	0.050	0.050	0.5	2.0	1.0		1	1		-20.0	20.0	-20.0	20.0	3.0	8.0	10.0	10.0	10.0		 006d 0032 0030 005f 0030 0031 7a93 58ca 308c 3066 5439 304d 8fbc 3080
0x072957F3	0x000027E8	0x00005A3C	0	0	5.0		1	0	0		-20.0	20.0	-20.0	20.0	0.050	0.050	10.0	13.0	1.0		1	1		-20.0	20.0	-20.0	20.0	3.0	8.0	10.0	10.0	10.0		 006d 0032 0030 005f 0030 0031 30dc 30b9 767b 5834 6f14 51fa 98a8
0x07B1E8E0	0x00002968	0x00005A58	0	0	1.0		1	0	0		-50.0	10.0	-30.0	30.0	0.050	0.050	0.3	2.3	1.0		1	0		-50.0	10.0	-30.0	30.0	2.0	6.0	10.0	20.0	10.0		 006d 0032 0039 0020 30dc 30b9 524d 968e 6bb5 0032 0030 00b0 306e 98a8
0x0BEBC200	0x00002AE8	0x00005A76	203	-1	2.0		1	0	0		-105.0	-75.0	-15.0	15.0	0.500	1.000	-1.0	20.0	2.0		1	1		-105.0	-75.0	-15.0	15.0	0.5	1.0	-1.0	20.0	2.0		 30c6 30b9 30c8 7528 ff08 0054 0041 0045 98a8 ff09
0x0BEBC20A	0x00002C68	0x00005A8C	1	11	1.0		1	0	0		-15.0	15.0	-15.0	15.0	0.100	0.800	-0.3	1.0	1.0		1	1		-15.0	15.0	-15.0	15.0	0.1	0.8	-0.3	1.0	1.0		 6c4e 7528 30ad 30e3 30e9 98a8 ff08 5f31 ff09
0x0BEBC20B	0x00002DE8	0x00005AA0	1	11	1.0		1	0	0		-15.0	15.0	-15.0	15.0	0.500	1.000	-1.0	10.0	2.0		1	1		-15.0	15.0	-15.0	15.0	0.5	1.0	-1.0	10.0	2.0		 6c4e 7528 30ad 30e3 30e9 98a8 ff08 4e2d ff09
0x0BEBC20C	0x00002F68	0x00005AB4	1	11	1.0		1	0	0		-15.0	15.0	-15.0	15.0	0.500	1.000	-1.0	20.0	2.0		1	1		-15.0	15.0	-15.0	15.0	0.5	1.0	-1.0	20.0	2.0		 6c4e 7528 30ad 30e3 30e9 98a8 ff08 5f37 ff09
0x0BEBC264	0x000030E8	0x00005AC8	80	-1	1.0		1	1	0		-15.0	15.0	-15.0	15.0	0.500	1.000	0.1	2.5	0.4		1	1		-15.0	15.0	-15.0	15.0	0.5	1.0	40.0	80.0	1.0		 0050 0043 005f 6b63 9762 005f 98a8
0x0BEBC265	0x00003268	0x00005AD8	81	-1	1.0		1	1	0		-15.0	15.0	-15.0	15.0	0.500	1.000	0.1	2.5	0.4		1	1		-15.0	15.0	-15.0	15.0	0.5	1.0	40.0	80.0	1.0		 0050 0043 005f 5de6 524d 005f 98a8
0x0BEBC266	0x000033E8	0x00005AE8	82	-1	1.0		1	1	0		-15.0	15.0	-15.0	15.0	0.500	1.000	0.1	2.5	0.4		1	1		-15.0	15.0	-15.0	15.0	0.5	1.0	40.0	80.0	1.0		 0050 0043 005f 53f3 524d 005f 98a8
0x0BEBC267	0x00003568	0x00005AF8	83	-1	1.0		1	1	0		-15.0	15.0	-15.0	15.0	0.500	1.000	0.1	2.5	0.4		1	1		-15.0	15.0	-15.0	15.0	0.5	1.0	40.0	80.0	1.0		 0050 0043 005f 5de6 5f8c 005f 98a8
0x0BEBC268	0x000036E8	0x00005B08	84	-1	1.0		1	1	0		-15.0	15.0	-15.0	15.0	0.500	1.000	0.1	2.5	0.4		1	1		-15.0	15.0	-15.0	15.0	0.5	1.0	40.0	80.0	1.0		 0050 0043 005f 53f3 5f8c 005f 98a8
0x0BEBC52A	0x00003868	0x00005B18	85	-1	1.5		1	1	0		-15.0	15.0	-15.0	15.0	0.500	1.000	0.1	2.5	0.4		1	1		-15.0	15.0	-15.0	15.0	0.5	1.0	4.0	6.0	1.0		 0050 0043 005f 4f53 005f 524d 005f 0020 98a8
0x0BEBC52B	0x000039E8	0x00005B2C	86	-1	1.5		1	1	0		-15.0	15.0	-15.0	15.0	0.500	1.000	0.1	2.5	0.4		1	1		-15.0	15.0	-15.0	15.0	0.5	1.0	4.0	6.0	1.0		 0050 0043 005f 4f53 005f 5f8c 005f 98a8
0x0BEBC52C	0x00003B68	0x00005B3E	87	-1	1.5		1	1	0		-15.0	15.0	-15.0	15.0	0.500	1.000	0.1	2.5	0.4		1	1		-15.0	15.0	-15.0	15.0	0.5	1.0	4.0	6.0	1.0		 0050 0043 005f 4f53 005f 5de6 005f 98a8
0x0BEBC52D	0x00003CE8	0x00005B50	88	-1	1.5		1	1	0		-15.0	15.0	-15.0	15.0	0.500	1.000	0.1	2.5	0.4		1	1		-15.0	15.0	-15.0	15.0	0.5	1.0	4.0	6.0	1.0		 0050 0043 005f 4f53 005f 53f3 005f 98a8
0x0BEBC52E	0x00003E68	0x00005B62	80	81	1.0		1	1	0		-15.0	15.0	-15.0	15.0	0.500	1.000	7.0	7.0	1.0		1	1		-15.0	15.0	-15.0	15.0	0.5	1.0	4.0	6.0	1.0		 30c7 30d0 30c3 30af 7528 30c6 30b9 30c8
0x0BEBC5E8	0x00003FE8	0x00005B74	7	10	0.2		1	0	1		0.0	0.0	0.0	0.0	0.500	1.000	5.0	5.0	1.0		0	0		0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0		 0053 0046 0058 5e72 6e09 7528 30d7 30ec 30a4 30e4 30fc 30b3 30ea 30b8 30e7 30f3 005f 30dc 30c7 30a3
0x0BEBC5F2	0x00004168	0x00005B9E	1	31	0.1		1	0	1		0.0	0.0	0.0	0.0	0.500	1.000	5.0	5.0	1.0		0	0		0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0		 0053 0046 0058 5e72 6e09 7528 30d7 30ec 30a4 30e4 30fc 30b3 30ea 30b8 30e7 30f3 005f 53f3 8155
0x0BEBC5FC	0x000042E8	0x00005BC6	2	30	0.1		1	0	1		0.0	0.0	0.0	0.0	0.500	1.000	5.0	5.0	1.0		0	0		0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0		 0053 0046 0058 5e72 6e09 7528 30d7 30ec 30a4 30e4 30fc 30b3 30ea 30b8 30e7 30f3 005f 5de6 8155
0x0BEBC606	0x00004468	0x00005BEE	5	154	0.1		1	0	1		0.0	0.0	0.0	0.0	0.500	1.000	5.0	5.0	1.0		0	0		0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0		 0053 0046 0058 5e72 6e09 7528 30d7 30ec 30a4 30e4 30fc 30b3 30ea 30b8 30e7 30f3 005f 53f3 8db3
0x0BEBC610	0x000045E8	0x00005C16	6	155	0.1		1	0	1		0.0	0.0	0.0	0.0	0.500	1.000	5.0	5.0	1.0		0	0		0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0		 0053 0046 0058 5e72 6e09 7528 30d7 30ec 30a4 30e4 30fc 30b3 30ea 30b8 30e7 30f3 005f 5de6 8db3
0x0BEBC61A	0x00004768	0x00005C3E	100	120	0.1		1	0	1		0.0	0.0	0.0	0.0	0.500	1.000	5.0	5.0	1.0		0	0		0.0	0.0	0.0	0.0	0.1	0.1	0.0	0.0	0.0		 0053 0046 0058 5e72 6e09 7528 30d7 30ec 30a4 30e4 30fc 30b3 30ea 30b8 30e7 30f3 005f 6b66 5668 ff08 5171 901a ff09
0x14DC93E4	0x000048E8	0x00005C6E	180	-1	6.0		1	0	0		-15.0	15.0	-15.0	15.0	0.500	1.000	9.0	10.0	1.0		1	1		-15.0	15.0	-15.0	15.0	0.5	1.0	40.0	80.0	1.0		 6559 533a 9577 005f 6b63 9762 005f 98a8
0x14DC93E5	0x00004A68	0x00005C80	181	-1	6.0		1	0	0		-15.0	15.0	-15.0	15.0	0.500	1.000	9.0	10.0	1.0		1	1		-15.0	15.0	-15.0	15.0	0.5	1.0	40.0	80.0	1.0		 6559 533a 9577 005f 5de6 524d 005f 98a8
0x14DC93E6	0x00004BE8	0x00005C92	182	-1	6.0		1	0	0		-15.0	15.0	-15.0	15.0	0.500	1.000	9.0	10.0	1.0		1	1		-15.0	15.0	-15.0	15.0	0.5	1.0	40.0	80.0	1.0		 6559 533a 9577 005f 53f3 524d 005f 98a8
0x14DC93E7	0x00004D68	0x00005CA4	183	-1	5.0		1	0	0		-15.0	15.0	-15.0	15.0	0.500	1.000	9.0	10.0	1.0		1	1		-15.0	15.0	-15.0	15.0	0.5	1.0	40.0	80.0	1.0		 6559 533a 9577 005f 5de6 5f8c 005f 98a8
0x14DC93E8	0x00004EE8	0x00005CB6	184	-1	5.0		1	0	0		-15.0	15.0	-15.0	15.0	0.500	1.000	9.0	10.0	1.0		1	1		-15.0	15.0	-15.0	15.0	0.5	1.0	40.0	80.0	1.0		 6559 533a 9577 005f 53f3 5f8c 005f 98a8
0x14DC96AA	0x00005068	0x00005CC8	185	-1	4.0		1	0	0		-15.0	15.0	-15.0	15.0	0.500	1.000	8.0	9.0	1.0		1	1		-15.0	15.0	-15.0	15.0	0.5	1.0	4.0	6.0	1.0		 6559 533a 9577 005f 4f53 005f 524d 005f 0020 98a8
0x14DC96AB	0x000051E8	0x00005CDE	186	-1	4.0		1	0	0		-15.0	15.0	-15.0	15.0	0.500	1.000	8.0	9.0	1.0		1	1		-15.0	15.0	-15.0	15.0	0.5	1.0	4.0	6.0	1.0		 6559 533a 9577 005f 4f53 005f 5f8c 005f 98a8
0x14DC96AC	0x00005368	0x00005CF2	187	-1	4.0		1	0	0		-15.0	15.0	-15.0	15.0	0.500	1.000	8.0	9.0	1.0		1	1		-15.0	15.0	-15.0	15.0	0.5	1.0	4.0	6.0	1.0		 6559 533a 9577 005f 4f53 005f 5de6 005f 98a8
0x14DC96AD	0x000054E8	0x00005D06	188	-1	4.0		1	0	0		-15.0	15.0	-15.0	15.0	0.500	1.000	8.0	9.0	1.0		1	1		-15.0	15.0	-15.0	15.0	0.5	1.0	4.0	6.0	1.0		 6559 533a 9577 005f 4f53 005f 53f3 005f 98a8
