infoStartAddr:	0x36C60
numEntries:	0x518	1304
title:	NPC_THINK_PARAM_ST
paramStartAddr:	0x00007A80
entryID   	paramAddr 	infoAddr  	logicId	battleGoalID	nearDist	midDist	farDist	outDist	BackHomeLife_OnHitEneWal	goalID_ToCaution	idAttackCannotMove	goalID_ToFind	callHelp_ActionAnimId	callHelp_CallActionId	eye_dist	ear_dist	ear_soundcut_dist	nose_dist	maxBackhomeDist	backhomeDist	backhomeBattleDist	nonBattleActLife	BackHome_LookTargetTime	BackHome_LookTargetDist	SightTargetForgetTime	SoundTargetForgetTime	BattleStartDist	callHelp_MyPeerId	callHelp_CallPeerId	targetSys_DmgEffectRate	TeamAttackEffectivity	eye_angX	eye_angY	ear_angX	ear_angY	callHelp_CallValidMinDistTarget	callHelp_CallValidRange	callHelp_ForgetTimeByArrival	callHelp_MinWaitTime	callHelp_MaxWaitTime	goalAction_ToCaution	goalAction_ToFind	callHelp_ReplyBehaviorType	disablePathMove	skipArrivalVisibleCheck	thinkAttr_doAdmirer	enableNaviFlg_Edge:1	enableNaviFlg_LargeSpace:1	enableNaviFlg_Ladder:1	enableNaviFlg_Hole:1	enableNaviFlg_Door:1	enableNaviFlg_InSideWall:1	enableNaviFlg_Edge_Ordinary:1	enableNaviFlg_reserve0:1	enableNaviFlg_reserve1[3]	eyeDist_forDark	battleStartDist_forDark	eyeDist_forPitchDark	battleStartDist_forPitchDark	platoonReplyTime	platoonReplyAddRandomTime	eye_BackOffsetDist	eye_BeginDist	target_ArriveDist	point_ArriveDist	changeStateAction_ToFind	changeStateAction_ToCaution	changeStateAction_ToBattle	goalAction_ToDisappear	disableLocalSteering	actTypeOnFailedPath	interestCategory	goalAction_ToInterest	goalID_ToInterest	changeStateAction_ToInterest	changeStateAction_ToNormal	pad[6]
0x000001F5	0x00008048	0x00036D96	10000	10006	2.000000	5.000000	10.000000	20.000000	5.000000	0	3000	0	-1	-1	20	10	0	0	75	50	6	5	10	20	150	150	20	0	0	100	25	70	80	90	180	0	0	20	0	0	2	2	0	0	0	1	1	1	0	0	0	0	1	0		10	10	7	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 5e73 4e95 30c6 30b9 30c8 7528 3000 4ef2 9593 3092 52a9 3051 307e 3059
0x000001F6	0x000080DC	0x00036DB4	10000	10010	2.000000	3.500000	10.000000	20.000000	5.000000	0	-1	0	-1	-1	20	10	0	1000	9999	9998	6	5	10	20	150	150	1000	0	0	100	25	70	80	90	180	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	1	0		10	500	7	333	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 5e73 4e95 30c6 30b9 30c8 7528 3000 30cf 30b7 30b4 5927 597d 304d 004e 0050 0043
0x000001F7	0x00008170	0x00036DD6	10000	20000	2.000000	5.000000	10.000000	20.000000	5.000000	0	3000	0	-1	-1	20	10	0	0	75	50	6	5	10	20	3000	150	9	0	0	100	25	70	80	90	180	0	0	20	0	0	1	1	1	0	0	0	1	1	0	0	0	0	1	0		10	4	7	3	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 68fa 6295 3052 5c02 7528 3000 30b9 30b1 30eb 30c8 30f3 ff08 5927 ff09
0x000001F9	0x00008204	0x00036DF4	10000	267000	2.000000	4.000000	10.000000	20.000000	5.000000	0	3000	0	-1	-1	30	10	0	5	75	50	6	5	10	20	150	150	20	1	0	100	25	70	80	90	180	0	50	30	20	40	2	2	1	0	0	1	1	1	1	1	1	1	1	0		15	10	10	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 6b7b 970a ff08 7537 ff09 3000 4ef2 9593 547c 3073 30c6 30b9 30c8
0x000001FA	0x00008298	0x00036E10	10000	268000	2.000000	4.000000	10.000000	20.000000	5.000000	0	3000	0	-1	7300	30	10	0	3	75	50	6	5	10	20	150	150	20	0	1	100	25	70	80	90	180	0	50	20	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	0		15	10	10	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	0	0	2	100	3	0	0	0	0	 6b7b 970a ff08 5973 ff09 3000 4ef2 9593 547c 3073 30c6 30b9 30c8
0x000001FE	0x0000832C	0x00036E2C	10000	250000	2.000000	4.000000	10.000000	20.000000	5.000000	0	3000	0	-1	-1	20	10	0	0	50	30	6	5	10	20	150	150	20	0	0	100	25	70	80	90	180	0	0	0	0	0	2	2	0	0	0	1	1	1	1	0	1	0	1	0		10	10	7	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 5e30 5de3 30c6 30b9 30c8 3000 4e0d 6b7b 4eba
0x000001FF	0x000083C0	0x00036E40	10000	10008	2.000000	5.000000	10.000000	20.000000	5.000000	0	3000	0	0	0	20	10	0	0	75	50	6	5	10	20	150	150	20	0	0	100	25	70	80	90	180	0	0	0	0	0	2	2	0	0	0	0	1	1	1	0	0	0	1	0		10	10	7	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 5e73 4e95 30c6 30b9 30c8 7528 3000 30d1 30ea 30a3 5c02 7528 30b9 30b1 30eb 30c8 30f3
0x00000200	0x00008454	0x00036E64	10000	10009	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	-1	30	10	0	0	75	50	6	5	10	20	150	150	20	0	0	100	25	70	80	90	180	0	0	20	0	0	2	2	1	0	0	1	1	1	1	0	1	0	1	0		15	10	10	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 5e73 4e95 30c6 30b9 30c8 3000 65b0 578b 30fb 4e0d 6b7b 4eba ff08 91cd 6226 58eb 30fb 69cd ff09
0x00000201	0x000084E8	0x00036E8C	10000	10011	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	-1	-1	30	10	0	0	75	50	6	5	10	20	150	150	20	0	0	100	25	70	80	90	180	0	0	20	0	0	2	2	1	0	0	1	1	1	1	0	1	0	1	0		15	10	10	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 5e73 4e95 30c6 30b9 30c8 3000 30ac 30fc 30c9 5927 597d 304d
0x00000202	0x0000857C	0x00036EA6	10000	514	4.000000	8.000000	30.000000	50.000000	0.000000	0	3001	0	-1	0	200	10	0	5	9999	9998	6	5	10	20	150	150	50	0	0	100	0	70	80	90	180	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0		100	25	67	17	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 30ef 30a4 30d0 30fc 30f3 30fb 9ce5 5236 5fa1 30c6 30b9 30c8
0x00000203	0x00008610	0x00036EC0	10000	514	4.000000	8.000000	30.000000	50.000000	0.000000	0	3001	0	-1	0	200	10	0	5	9999	9998	6	5	10	20	150	150	50	0	0	100	0	70	80	90	180	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0		100	25	67	17	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 30ef 30a4 30d0 30fc 30f3 30fb 9ce5 5236 5fa1 30c6 30b9 30c8 ff08 ff12 5339 76ee ff09
0x00000208	0x000086A4	0x00036EE4	10000	12010	2.000000	5.000000	10.000000	20.000000	0.000000	0	-1	0	-1	-1	20	10	0	0	50	40	6	5	10	20	150	150	20	0	0	100	25	70	80	90	180	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	1	0		10	10	7	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 004e 0050 0043 30d7 30ec 30a4 30e4 30fc 30c6 30b9 30c8
0x00000212	0x00008738	0x00036EFC	10000	13000	2.000000	5.000000	10.000000	20.000000	0.000000	0	3000	0	9020	9010	20	10	0	0	500	450	6	5	10	20	150	150	20	0	0	100	25	70	80	90	180	0	0	20	20	40	1	1	1	0	0	0	1	1	1	0	1	1	1	0		10	10	7	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0044 0053 0032 0054 0065 0073 0074 0020 5ddd 4e0a 30c6 30b9 30c8 7528 0030
0x00000213	0x000087CC	0x00036F1C	10000	13001	2.000000	5.000000	10.000000	20.000000	0.000000	0	3000	0	9020	9010	20	10	0	0	500	450	6	5	10	20	150	150	20	0	0	100	25	70	80	90	180	0	0	20	20	40	1	1	1	0	0	0	1	1	1	0	1	1	1	0		10	10	7	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0044 0053 0032 0054 0065 0073 0074 0020 5ddd 4e0a 30c6 30b9 30c8 7528 0031
0x00000214	0x00008860	0x00036F3C	10000	13002	2.000000	5.000000	10.000000	20.000000	0.000000	0	3000	0	9020	9010	20	10	0	0	500	450	6	5	10	20	150	150	20	0	0	100	25	70	80	90	180	0	0	20	20	40	1	1	1	0	0	0	1	1	1	0	1	1	1	0		10	10	7	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0044 0053 0032 0054 0065 0073 0074 0020 5ddd 4e0a 30c6 30b9 30c8 7528 0032
0x00000215	0x000088F4	0x00036F5C	10000	13003	2.000000	5.000000	10.000000	20.000000	0.000000	0	3000	0	9020	9010	20	10	0	0	500	450	6	5	10	20	150	150	20	0	0	100	25	70	80	90	180	0	0	20	20	40	1	1	1	0	0	0	1	1	1	0	1	1	1	0		10	10	7	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0044 0053 0032 0054 0065 0073 0074 0020 5ddd 4e0a 30c6 30b9 30c8 7528 0033
0x00000216	0x00008988	0x00036F7C	10000	13004	2.000000	5.000000	10.000000	20.000000	0.000000	0	3000	0	9020	9010	20	10	0	0	500	450	6	5	10	20	150	150	20	0	0	100	25	70	80	90	180	0	0	20	20	40	1	1	1	0	0	0	1	1	1	0	1	1	1	0		10	10	7	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0044 0053 0032 0054 0065 0073 0074 0020 5ddd 4e0a 30c6 30b9 30c8 7528 0034
0x00000217	0x00008A1C	0x00036F9C	10000	13005	2.000000	5.000000	10.000000	20.000000	0.000000	0	3000	0	9020	9010	20	10	0	0	500	450	6	5	10	20	150	150	20	0	0	100	25	70	80	90	180	0	0	20	20	40	1	1	1	0	0	0	1	1	1	0	1	1	1	0		10	10	7	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0044 0053 0032 0054 0065 0073 0074 0020 5ddd 4e0a 30c6 30b9 30c8 7528 0035
0x00000218	0x00008AB0	0x00036FBC	10000	13006	2.000000	5.000000	10.000000	20.000000	0.000000	0	3000	0	9020	9010	20	10	0	0	500	450	6	5	10	20	150	150	20	0	0	100	25	70	80	90	180	0	0	20	20	40	1	1	1	0	0	0	1	1	1	0	1	1	1	0		10	10	7	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0044 0053 0032 0054 0065 0073 0074 0020 5ddd 4e0a 30c6 30b9 30c8 7528 0036
0x00000219	0x00008B44	0x00036FDC	10000	13007	2.000000	5.000000	10.000000	20.000000	0.000000	0	3000	0	9020	9010	20	10	0	0	500	450	6	5	10	20	150	150	20	0	0	100	25	70	80	90	180	0	0	20	20	40	1	1	1	0	0	0	1	1	1	0	1	1	1	0		10	10	7	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0044 0053 0032 0054 0065 0073 0074 0020 5ddd 4e0a 30c6 30b9 30c8 7528 0037
0x0000021A	0x00008BD8	0x00036FFC	10000	13008	2.000000	5.000000	10.000000	20.000000	0.000000	0	3000	0	9020	9010	20	10	0	0	500	450	6	5	10	20	150	150	20	0	0	100	25	70	80	90	180	0	0	20	20	40	1	1	1	0	0	0	1	1	1	0	1	1	1	0		10	10	7	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0044 0053 0032 0054 0065 0073 0074 0020 5ddd 4e0a 30c6 30b9 30c8 7528 0038
0x0000021B	0x00008C6C	0x0003701C	10000	13009	2.000000	5.000000	10.000000	20.000000	0.000000	0	3000	0	9020	9010	20	10	0	0	500	450	6	5	10	20	150	150	20	0	0	100	25	70	80	90	180	0	0	20	20	40	1	1	1	0	0	0	1	1	1	0	1	1	1	0		10	10	7	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0044 0053 0032 0054 0065 0073 0074 0020 5ddd 4e0a 30c6 30b9 30c8 7528 0039
0x0000021C	0x00008D00	0x0003703C	1540	14000	2.000000	5.000000	10.000000	20.000000	0.000000	0	3000	0	9020	-1	20	10	0	0	500	450	6	5	10	20	150	150	20	0	0	100	25	70	80	90	180	0	0	20	0	0	1	1	1	0	0	0	1	1	1	0	1	0	1	0		10	10	7	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 81ea 52d5 5de1 56de 30c6 30b9 30c8 0020 6b69 304d
0x0000021D	0x00008D94	0x00037052	1541	14000	2.000000	5.000000	10.000000	20.000000	0.000000	0	3000	0	9020	-1	20	10	0	0	500	450	6	5	10	20	150	150	20	0	0	100	25	70	80	90	180	0	0	20	0	0	1	1	1	0	0	0	1	1	1	0	1	0	1	0		10	10	7	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 81ea 52d5 5de1 56de 30c6 30b9 30c8 0020 8d70 308a
0x0000021E	0x00008E28	0x00037068	1542	14000	2.000000	5.000000	10.000000	20.000000	0.000000	0	3000	0	9020	-1	20	10	0	0	500	450	6	5	10	20	150	150	20	0	0	100	25	70	80	90	180	0	0	20	0	0	1	1	1	0	0	0	1	1	1	0	1	0	1	0		10	10	7	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 81ea 52d5 5de1 56de 30c6 30b9 30c8 0020 30b9 30fc 30d1 30fc 30c0 30c3 30b7 30e5
0x00000226	0x00008EBC	0x0003708A	1550	15000	2.000000	5.000000	10.000000	20.000000	0.000000	0	3000	0	9020	-1	20	10	0	0	500	450	6	5	10	20	150	150	20	0	0	100	25	70	80	90	180	0	0	20	0	0	1	1	1	0	0	0	1	1	1	0	1	0	1	0		10	10	7	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0044 0053 0032 30c6 30b9 30c8 0020 81ea 52d5 30c6 30b9 30c8 7528 5f98 5f8a 0020 0028 6e21 8fba 7ba1 7406 0029
0x00000227	0x00008F50	0x000370B8	1551	15001	2.000000	5.000000	10.000000	20.000000	0.000000	0	3000	0	9020	-1	20	10	0	0	500	450	6	5	10	20	150	150	20	0	0	100	25	70	80	90	180	0	0	20	0	0	1	1	1	0	0	0	1	1	1	0	1	0	1	0		10	10	7	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	1	0	2	100	3	0	0	0	0	 0044 0053 0032 30c6 30b9 30c8 0020 81ea 52d5 30c6 30b9 30c8 7528 5f98 5f8a 4e88 7d04 0020 0028 6e21 8fba 7ba1 7406 0029
0x00000258	0x00008FE4	0x000370EA	10000	201000	2.000000	5.000000	10.000000	20.000000	0.000000	0	3000	0	-1	-1	20	10	0	0	25	20	6	5	10	20	150	150	15	0	0	100	25	70	80	90	180	0	0	0	0	0	2	2	0	0	0	0	1	1	1	0	1	0	1	0		10	8	7	5	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 5e30 5de3 30c6 30b9 30c8 3000 4e00 822c 5175 ff3f 5263
0x00000259	0x00009078	0x00037102	10000	201001	2.000000	5.000000	10.000000	20.000000	0.000000	0	3000	0	-1	-1	20	10	0	0	25	20	6	5	10	20	150	150	15	0	0	100	25	70	80	90	180	0	0	0	0	0	2	2	0	0	0	0	1	1	1	0	1	0	1	0		10	8	7	5	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 5e30 5de3 30c6 30b9 30c8 3000 4e00 822c 5175 ff3f 5263 ff08 706b 708e ff09
0x0000025A	0x0000910C	0x00037122	10000	201003	4.000000	15.000000	20.000000	30.000000	0.000000	0	3000	0	-1	-1	30	10	0	0	25	20	6	5	10	20	150	150	25	0	0	100	25	70	80	90	180	0	0	0	0	0	2	2	0	0	0	0	1	1	1	0	1	0	1	0		15	12	10	8	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 5e30 5de3 30c6 30b9 30c8 3000 4e00 822c 5175 ff3f 30dc 30a6
0x0000025B	0x000091A0	0x0003713C	10000	202000	2.000000	5.000000	10.000000	20.000000	0.000000	0	3000	0	-1	-1	20	10	0	0	25	20	6	5	10	20	150	150	15	0	0	100	25	70	80	90	180	0	0	0	0	0	2	2	0	0	0	0	1	1	1	0	1	0	1	0		10	8	7	5	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 5e30 5de3 30c6 30b9 30c8 3000 9a0e 58eb ff3f 5263
0x000002BC	0x00009234	0x00037152	10000	251000	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	3004	3000	30	10	0	0	75	50	6	5	10	20	150	150	20	1	1	100	25	70	80	90	180	0	50	20	0	0	2	2	1	0	0	1	1	1	1	0	1	0	1	0		15	10	10	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 4ef2 9593 547c 3073 30c6 30b9 30c8 7528 4e5e 98df
0x000002BD	0x000092C8	0x00037168	10000	269000	2.000000	4.000000	10.000000	20.000000	5.000000	0	3000	0	3008	3000	30	10	0	0	75	50	6	5	10	20	150	150	20	2	2	100	25	70	80	90	180	0	50	20	0	0	2	2	1	0	0	1	1	1	1	0	1	0	1	0		15	10	10	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 4ef2 9593 547c 3073 30c6 30b9 30c8 7528 86c7 4eba 0041
0x000002BE	0x0000935C	0x00037180	10000	251000	1.500000	3.500000	10.000000	20.000000	5.000000	0	3000	0	3004	3000	30	10	0	0	75	50	6	5	10	20	150	150	20	3	3	100	25	70	80	90	180	0	50	20	0	0	2	2	1	0	0	1	1	1	1	0	1	0	1	0		15	10	10	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 4ef2 9593 547c 3073 30c6 30b9 30c8 7528 4e5e 98df 9055 3046 90e8 5c4b
0x000017A2	0x000093F0	0x0003719E	11000	11000	2.000000	3.500000	10.000000	20.000000	5.000000	0	-1	0	-1	-1	20	10	0	0	75	50	6	5	10	20	150	150	20	0	0	100	50	70	80	90	180	0	0	0	0	0	2	2	0	0	0	0	1	1	1	0	1	0	1	0		10	10	7	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 907f 96e3 6240 306e 76f2 4eba
0x000017AC	0x00009484	0x000371AC	250000	250000	2.000000	3.500000	10.000000	20.000000	5.000000	0	-1	0	-1	-1	20	10	0	0	75	50	6	5	10	20	150	150	20	0	0	100	50	70	80	90	180	0	0	0	0	0	2	2	0	0	0	0	1	1	1	0	1	0	1	0		10	10	7	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 8a3a 7642 6240 306e 5973 533b
0x000017B6	0x00009518	0x000371BA	10000	6070	2.000000	3.500000	10.000000	20.000000	5.000000	0	-1	0	-1	-1	20	10	0	0	75	50	6	5	10	20	150	150	20	0	0	100	50	70	80	90	180	0	0	0	0	0	2	2	0	0	0	0	1	1	1	0	1	0	1	0		10	10	7	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 30cb 30bb 5973 533b
0x000017C0	0x000095AC	0x000371C4	11000	11000	2.000000	3.500000	10.000000	20.000000	5.000000	0	-1	0	-1	-1	20	10	0	0	75	50	6	5	10	20	150	150	20	0	0	100	50	70	80	90	180	0	0	0	0	0	2	2	0	0	0	0	1	1	1	0	1	0	1	0		10	10	7	7	0.000000	0.000000	3	3	1.000000	1.000000	0	0	0	2	0	2	100	3	0	0	0	0	 504f 5c48 306a 8001 4eba
