infoStartAddr:	0x5C908
numEntries:	0x492	1170
title:	CHARACTER_INIT_PARAM
paramStartAddr:	0x00006DF0
entryID   	paramAddr 	infoAddr  	baseRec_mp	baseRec_sp	red_Falldam	soul	equip_Wep_Right	equip_Subwep_Right	equip_Wep_Left	equip_Subwep_Left	equip_Helm	equip_Armer	equip_Gaunt	equip_Leg	equip_Arrow	equip_Bolt	equip_SubArrow	equip_SubBolt	equip_Accessory01	equip_Accessory02	equip_Accessory03	equip_Accessory04	equip_Accessory05	equip_Skill_01	equip_Skill_02	equip_Skill_03	equip_Spell_01	equip_Spell_02	equip_Spell_03	equip_Spell_04	equip_Spell_05	equip_Spell_06	equip_Spell_07	item_01	item_02	item_03	item_04	item_05	item_06	item_07	item_08	item_09	item_10	npcPlayerFaceGenId	npcPlayerThinkId	baseHp	baseMp	baseSp	arrowNum	boltNum	subArrowNum	subBoltNum	QWC_sb	QWC_mw	QWC_cd	soulLv	baseVit	baseWil	baseEnd	baseStr	baseDex	baseMag	baseFai	baseLuc	baseHeroPoint	baseDurability	itemNum_01	itemNum_02	itemNum_03	itemNum_04	itemNum_05	itemNum_06	itemNum_07	itemNum_08	itemNum_09	itemNum_10	bodyScaleHead	bodyScaleBreast	bodyScaleAbdomen	bodyScaleArm	bodyScaleLeg	gestureId0	gestureId1	gestureId2	gestureId3	gestureId4	gestureId5	gestureId6	npcPlayerType	npcPlayerDrawType	npcPlayerSex	vowType:4	pad:4	voiceType	pad0[1]	equip_Wep_Right_GenId	equip_Subwep_Right_GenId	equip_Wep_Left_GenId	equip_Subwep_Left_GenId	equip_Helm_GenId	equip_Armer_GenId	equip_Gaunt_GenId	equip_Leg_GenId	equip_Wep_Body_GenId	secondaryItem_01	secondaryItem_02	secondaryItem_03	secondaryItem_04	secondaryItem_05	secondaryItem_06	secondaryItemNum_01	secondaryItemNum_02	secondaryItemNum_03	secondaryItemNum_04	secondaryItemNum_05	secondaryItemNum_06	pad1[2]
0x0000001A	0x000079A8	0x0005CAB8	0.000000	0.000000	0.000000	50000	-1	-1	-1	-1	10000	11000	12000	13000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	-1	900	-1	-1	-1	-1	-1	-1	-1	100	0	0	0	0	0	0	0	0	0	0	0	0	11	12	20	50	50	50	99	5	0	11	30	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	0		0	32	10100000	10000000	18000000	18100000	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	 0032 0036 005f 30cf 30f3 30bf 30fc 005f 9283 5263 3000 9283 69cd 3000 5674 9727 5668 3000 706b 708e 653e 5c04 5668
0x0000001B	0x00007AD4	0x0005CAE8	0.000000	0.000000	0.000000	50000	-1	-1	-1	-1	70000	71000	72000	73000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	-1	900	-1	-1	-1	-1	-1	-1	-1	100	0	0	0	0	0	0	0	0	0	0	0	0	11	12	20	50	50	50	99	5	0	11	30	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	0		0	192	7000000	12000000	6100000	19000000	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	 0032 0037 005f 30cf 30f3 30bf 30fc 005f 30ce 30b3 30ca 30bf 3000 8eca 8f2a 3000 6559 4f1a 9283 3000 76fe 3000
0x0000001D	0x00007C00	0x0005CB16	0.000000	0.000000	0.000000	50000	-1	-1	-1	-1	70000	71000	72000	73000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	-1	900	-1	-1	-1	-1	-1	-1	-1	100	0	0	0	0	0	0	0	0	0	0	0	0	11	12	20	50	50	50	99	5	0	11	30	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	0		0	128	22000000	5000000	6100000	6000000	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	 0032 0039 005f 30cf 30f3 30bf 30fc 005f 6756 97ad 3000 65a7 7aff 3000 6559 4f1a 9283 3000 9577 9283 3000
0x0000001E	0x00007D2C	0x0005CB42	0.000000	0.000000	0.000000	50000	-1	-1	-1	-1	10000	11000	12000	13000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	-1	900	-1	-1	-1	-1	-1	-1	-1	100	0	0	0	0	0	0	0	0	0	0	0	0	11	99	20	50	50	50	6	5	0	11	30	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	0		0	192	7000000	12000000	14000000	20000000	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	 0033 0030 005f 5de5 623f 77ed 9283
0x0000001F	0x00007E58	0x0005CB52	0.000000	0.000000	0.000000	50000	-1	-1	-1	-1	10000	11000	12000	13000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	-1	900	-1	-1	-1	-1	-1	-1	-1	100	0	0	0	0	0	0	0	0	0	0	0	0	11	99	20	50	50	50	6	5	0	11	30	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	0		0	192	7000000	12000000	6000000	20000000	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	 0033 0031 005f 5de5 623f 9577 9283
0x00000020	0x00007F84	0x0005CB62	0.000000	0.000000	0.000000	50000	-1	-1	-1	-1	10000	11000	12000	13000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	-1	900	-1	-1	-1	-1	-1	-1	-1	100	0	0	0	0	0	0	0	0	0	0	0	0	11	99	20	50	50	50	6	5	0	11	30	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	0		0	192	7000000	12000000	15000000	20000000	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	 0033 0032 005f 5927 7b52
0x00000021	0x000080B0	0x0005CB6E	0.000000	0.000000	0.000000	50000	-1	-1	-1	-1	10000	11000	12000	13000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	-1	900	-1	-1	-1	-1	-1	-1	-1	100	0	0	0	0	0	0	0	0	0	0	0	0	11	99	20	50	50	50	6	5	0	11	30	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	0		0	192	7000000	12000000	6100000	20000000	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	 0033 0033 005f 6559 4f1a 9577 9283
0x00000022	0x000081DC	0x0005CB7E	0.000000	0.000000	0.000000	50000	-1	-1	-1	-1	10000	11000	12000	13000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	-1	900	-1	-1	-1	-1	-1	-1	-1	100	0	0	0	0	0	0	0	0	0	0	0	0	11	99	20	50	50	50	6	5	0	11	30	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	0		0	192	7000000	12000000	14100000	20000000	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	 0033 0034 005f 30f4 30a1 30f3 30d1 30a4 30a2 77ed 9283
0x00000023	0x00008308	0x0005CB96	0.000000	0.000000	0.000000	50000	-1	-1	-1	-1	10000	11000	12000	13000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	-1	900	-1	-1	-1	-1	-1	-1	-1	100	0	0	0	0	0	0	0	0	0	0	0	0	11	99	20	50	50	50	6	5	0	11	30	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	0		0	192	7000000	12000000	14200000	20000000	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	 0033 0035 005f 6559 4f1a 77ed 9283
0x00000032	0x00008434	0x0005CBA6	0.000000	0.000000	0.000000	50000	-1	-1	-1	-1	10000	11000	12000	13000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2000	2010	2020	2030	2050	2060	2070	2080	2090	2110	100	0	0	0	0	0	0	0	0	0	0	0	0	11	12	20	50	50	50	99	5	0	11	99	99	99	99	99	99	99	99	99	99	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	0		0	0	16000000	13000000	17000000	6000000	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	 0035 0030 005f 9b54 6cd5 30a2 30a4 30c6 30e0 6240 6301
0x0000003C	0x00008560	0x0005CBBE	0.000000	0.000000	0.000000	50000	-1	-1	-1	-1	10000	11000	12000	13000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	-1	900	-1	-1	-1	-1	-1	-1	-1	100	0	0	0	0	0	0	0	0	0	0	0	0	11	12	20	50	50	50	6	5	0	11	30	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	4	5	6	0	0	1	0		0	192	7000000	12000000	14000000	15000000	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	 0036 0030 005f 30b8 30a7 30b9 30c1 30e3 0030 ff5e 0036
0x0000003D	0x0000868C	0x0005CBD6	0.000000	0.000000	0.000000	50000	-1	-1	-1	-1	10000	11000	12000	13000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	-1	900	-1	-1	-1	-1	-1	-1	-1	100	0	0	0	0	0	0	0	0	0	0	0	0	11	12	20	50	50	50	6	5	0	11	30	0	10	0	0	0	0	0	0	0	0	0	0	0	0	7	8	9	10	11	12	13	0	0	1	0		0	192	7000000	12000000	14000000	15000000	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	 0036 0031 005f 30b8 30a7 30b9 30c1 30e3 0037 ff5e 0031 0033
0x0000003E	0x000087B8	0x0005CBF0	0.000000	0.000000	0.000000	50000	-1	-1	-1	-1	10000	11000	12000	13000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	-1	900	-1	-1	-1	-1	-1	-1	-1	100	0	0	0	0	0	0	0	0	0	0	0	0	11	12	20	50	50	50	6	5	0	11	30	0	10	0	0	0	0	0	0	0	0	0	0	0	0	14	15	16	17	18	19	20	0	0	1	0		0	192	7000000	12000000	14000000	15000000	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	 0036 0032 005f 30b8 30a7 30b9 30c1 30e3 0031 0034 ff5e 0032 0030
0x0000003F	0x000088E4	0x0005CC0C	0.000000	0.000000	0.000000	50000	-1	-1	-1	-1	10000	11000	12000	13000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	-1	900	-1	-1	-1	-1	-1	-1	-1	100	0	0	0	0	0	0	0	0	0	0	0	0	11	12	20	50	50	50	6	5	0	11	30	0	10	0	0	0	0	0	0	0	0	0	0	0	0	21	0	1	2	3	4	20	0	0	1	0		0	192	7000000	12000000	14000000	15000000	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	 0036 0033 005f 30b8 30a7 30b9 30c1 30e3 0032 0031
0x00000064	0x00008A10	0x0005CC22	0.000000	0.000000	0.000000	50000	-1	-1	-1	-1	10000	11000	12000	13000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	0	0	0	0	0	0	0	0	0	0	0	0	11	12	20	30	30	9	6	5	0	11	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	0		0	48	90110000	4000000	6000000	20000000	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	 0031 0030 0030 005f 3010 9b54 77f3 751f 6210 0049 0044 76f4 767b 9332 6e08 307f 3011 30cf 30f3 30bf 30fc 005f 65e5 672c 5200 3000 53cc 5263 3000 9283 3000 677e 660e
0x00000065	0x00008B3C	0x0005CC66	0.000000	0.000000	0.000000	50000	-1	-1	-1	-1	10000	11000	12000	13000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	0	0	0	0	0	0	0	0	0	0	0	0	11	12	20	30	30	9	6	5	0	11	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	0		0	64	90120000	4000000	6000000	20000000	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	 0031 0030 0031 005f 3010 30ab 30c6 30b4 30ea 0049 0044 767b 9332 6e08 307f 3011 30cf 30f3 30bf 30fc 005f 65e5 672c 5200 3000 53cc 5263 3000 9283 3000 677e 660e
0x00000066	0x00008C68	0x0005CCA8	0.000000	0.000000	0.000000	50000	-1	-1	-1	-1	10000	11000	12000	13000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	0	0	0	0	0	0	0	0	0	0	0	0	11	12	20	30	30	9	6	5	0	11	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	0		0	80	90130000	4000000	6000000	20000000	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	 0031 0030 0032 005f 3010 30ab 30c6 30b4 30ea 30b0 30eb 30fc 30d7 0049 0044 767b 9332 6e08 307f 3011 30cf 30f3 30bf 30fc 005f 65e5 672c 5200 3000 53cc 5263 3000 9283 3000 677e 660e
0x00000067	0x00008D94	0x0005CCF2	0.000000	0.000000	0.000000	50000	-1	-1	-1	-1	10000	11000	12000	13000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	0	0	0	0	0	0	0	0	0	0	0	0	11	12	20	30	30	9	6	5	0	11	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	0		0	96	90140000	4000000	6000000	20000000	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	 0031 0030 0033 005f 3010 65b9 5411 6027 0049 0044 767b 9332 6e08 307f 3011 30cf 30f3 30bf 30fc 005f 65e5 672c 5200 3000 53cc 5263 3000 9283 3000 677e 660e
0x00000068	0x00008EC0	0x0005CD32	0.000000	0.000000	0.000000	50000	-1	-1	-1	-1	10000	11000	12000	13000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	0	0	0	0	0	0	0	0	0	0	0	0	11	12	20	30	30	9	6	5	0	11	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	0		0	112	90150000	4000000	6000000	20000000	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	 0031 0030 0034 005f 3010 30c6 30b9 30c8 3011 6bd2 9b54 77f3 88c5 5099 6e08 307f 65e5 672c 5200
0x0000006E	0x00008FEC	0x0005CD5A	0.000000	0.000000	0.000000	0	-1	-1	-1	-1	10000	11000	12000	13000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	0	0	0	0	0	0	0	0	0	0	0	0	11	12	20	11	11	7	7	0	0	10	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	0		0	128	2000000	4000000	6000000	20000000	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	 0031 0031 0030 005f 3010 0031 0032 6708 672b 7248 3011 5200 3000 53cc 5263 3000 9283 3000 677e 660e 3000 004c 0056 0030
0x0000006F	0x00009118	0x0005CD8C	0.000000	0.000000	0.000000	1000	-1	-1	-1	-1	10000	11000	12000	13000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	0	0	0	0	0	0	0	0	0	0	0	8	14	12	20	11	14	7	7	0	0	12	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	0		0	130	2000002	4000002	6000002	20000000	-1	-1	-1	-1	1000	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	 0031 0031 0031 005f 3010 0031 0032 6708 672b 7248 3011 5200 3000 53cc 5263 3000 9283 3000 677e 660e 3000 004c 0056 0038
