infoStartAddr:	0x529AC
numEntries:	0xE5D	3677
title:	TALK_PARAM_ST
paramStartAddr:	0x000158F8
entryID   	paramAddr 	infoAddr  	msgId	voiceId	spEffectId0	motionId0	spEffectId1	motionId1	spEffectId2	motionId2	spEffectId3	motionId3	spEffectId4	motionId4	spEffectId5	motionId5	returnPos	reactionId	eventId
0x00155F18	0x00016200	0x00052EB8	400600	210400600	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3042 3042 3001 5c0f 3055 306a 5f7c 3089 306f 3001 3053 306e 5922 306e 4f4f 4eba 3067 3059
0x00155F19	0x00016244	0x00052EDE	400601	210400601	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3042 306a 305f 306e 3088 3046 306a 72e9 4eba 69d8 3092 898b 3064 3051 3001 6155 3044 3001 5f93 3046 2026
0x00155F1A	0x00016288	0x00052F0A	400602	210400602	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 8a00 8449 306f 5206 304b 308a 307e 305b 3093 304c 3001 304b 308f 3044 3089 3057 3044 3082 306e 3067 3059 306d
0x00155F4A	0x000162CC	0x00052F38	400600	210400600	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3042 3042 3001 5c0f 3055 306a 5f7c 3089 306f 3001 3053 306e 5922 306e 4f4f 4eba 3067 3059
0x00155F4B	0x00016310	0x00052F5E	400651	210400651	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3042 306a 305f 306e 3088 3046 306a 72e9 4eba 69d8 3092 898b 3064 3051 3001 6155 3044 3001 5f93 3046 2026
0x00155F4C	0x00016354	0x00052F8A	400602	210400602	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 8a00 8449 306f 5206 304b 308a 307e 305b 3093 304c 3001 304b 308f 3044 3089 3057 3044 3082 306e 3067 3059 306d
0x00155F7C	0x00016398	0x00052FB8	400700	210400700	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 904e 53bb 3001 591a 304f 306e 72e9 4eba 69d8 304c 3053 306e 60aa 5922 3092 8a2a 308c 307e 3057 305f
0x00155F7D	0x000163DC	0x00052FE2	400701	210400701	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3053 3053 306b 3042 308b 5893 77f3 306f 3001 3059 3079 3066 5f7c 3089 306e 2026 540d 6b8b 3067 3059
0x00155F7E	0x00016420	0x0005300C	400702	210400702	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3082 3046 3001 305a 3063 3068 524d 306e 8a71 3070 304b 308a 306b 601d 3048 307e 3059 304c
0x00155FAE	0x00016464	0x00053032	400750	210400750	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 904e 53bb 3001 591a 304f 306e 72e9 4eba 69d8 304c 3053 306e 60aa 5922 3092 8a2a 308c 307e 3057 305f
0x00155FAF	0x000164A8	0x0005305C	400701	210400701	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3053 3053 306b 3042 308b 5893 77f3 306f 3001 3059 3079 3066 5f7c 3089 306e 2026 540d 6b8b 3067 3059
0x00155FB0	0x000164EC	0x00053086	400702	210400702	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3082 3046 3001 305a 3063 3068 524d 306e 8a71 3070 304b 308a 306b 601d 3048 307e 3059 304c
0x00155FE0	0x00016530	0x000530AC	400800	210400800	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 5e7e 4eba 304b 306e 72e9 4eba 69d8 304b 3089 3001 6559 4f1a 306e 8a71 3092 805e 304d 307e 3057 305f
0x00155FE1	0x00016574	0x000530D6	400801	210400801	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 795e 3068 3001 795e 306e 611b 306e 304a 8a71
0x00155FE2	0x000165B8	0x000530EA	400802	210400802	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3067 3082 2026 9020 7269 4e3b 306f 3001 88ab 9020 7269 3092 611b 3059 308b 3082 306e 3067 3057 3087 3046 304b ff1f
0x00155FE3	0x000165FC	0x0005311A	400803	210400803	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 79c1 306f 3001 3042 306a 305f 65b9 3001 4eba 306b 4f5c 3089 308c 305f 4eba 5f62 3067 3059
0x00155FE4	0x00016640	0x00053140	400804	210400804	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3067 3082 3001 3042 306a 305f 65b9 306f 3001 79c1 3092 611b 3057 306f 3057 306a 3044 3067 3057 3087 3046 ff1f
0x00155FE5	0x00016684	0x0005316E	400805	210400805	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 9006 3067 3042 308c 3070 5206 304b 308a 307e 3059
0x00155FE6	0x000166C8	0x00053184	400806	210400806	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 79c1 306f 3001 3042 305f 306a 3092 611b 3057 3066 3044 307e 3059
0x00155FE7	0x0001670C	0x000531A0	400807	210400807	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 9020 7269 4e3b 306f 3001 88ab 9020 7269 3092 305d 3046 4f5c 308b 3082 306e 3067 3057 3087 3046 2026
0x00156012	0x00016750	0x000531CA	400800	210400800	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 5e7e 4eba 304b 306e 72e9 4eba 69d8 304b 3089 3001 6559 4f1a 306e 8a71 3092 805e 304d 307e 3057 305f
0x00156013	0x00016794	0x000531F4	400801	210400801	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 795e 3068 3001 795e 306e 611b 306e 304a 8a71
0x00156014	0x000167D8	0x00053208	400802	210400802	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3067 3082 2026 9020 7269 4e3b 306f 3001 88ab 9020 7269 3092 611b 3059 308b 3082 306e 3067 3057 3087 3046 304b ff1f
0x00156015	0x0001681C	0x00053238	400803	210400803	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 79c1 306f 3001 3042 306a 305f 65b9 3001 4eba 306b 4f5c 3089 308c 305f 4eba 5f62 3067 3059
0x00156016	0x00016860	0x0005325E	400854	210400854	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3067 3082 3001 3042 306a 305f 65b9 306f 3001 79c1 3092 611b 3057 306f 3057 306a 3044 3067 3057 3087 3046 ff1f
0x00156017	0x000168A4	0x0005328C	400805	210400805	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 9006 3067 3042 308c 3070 5206 304b 308a 307e 3059
0x00156018	0x000168E8	0x000532A2	400806	210400806	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 79c1 306f 3001 3042 305f 306a 3092 611b 3057 3066 3044 307e 3059
0x00156019	0x0001692C	0x000532BE	400857	210400857	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 9020 7269 4e3b 306f 3001 88ab 9020 7269 3092 305d 3046 4f5c 308b 3082 306e 3067 3057 3087 3046 2026
0x00156044	0x00016970	0x000532E8	400900	210400900	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 72e9 4eba 69d8 2026 3042 306a 305f 304b 3089 3001 61d0 304b 3057 3055 3092 611f 3058 307e 3059 2026
0x00156045	0x000169B4	0x00053312	400901	210400901	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3084 306f 308a 72e9 4eba 3068 306f 3001 53e4 3044 610f 5fd7 3092 7d99 3050 3082 306e 306a 306e 3067 3059 306d 2026
0x00156076	0x000169F8	0x00053342	400950	210400950	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 72e9 4eba 69d8 2026 3042 306a 305f 304b 3089 3001 61d0 304b 3057 3055 3092 611f 3058 307e 3059 2026
0x00156077	0x00016A3C	0x0005336C	400901	210400901	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3084 306f 308a 72e9 4eba 3068 306f 3001 53e4 3044 610f 5fd7 3092 7d99 3050 3082 306e 306a 306e 3067 3059 306d 2026
0x001560A8	0x00016A80	0x0005339C	401000	210401000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3053 308c 306f 2026 306a 3093 3067 3057 3087 3046 304b ff1f
0x001560A9	0x00016AC4	0x000533B6	401001	210401001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 79c1 3001 79c1 306b 306f 4f55 3082 3042 308a 307e 305b 3093 3001 5206 304b 3089 306a 3044 3001 5206 304b 3089 306a 3044 306e 3067 3059 304c
0x001560AA	0x00016B08	0x000533F0	401002	210401002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 6e29 304b 3055 3092 611f 3058 307e 3059 2026 3053 3093 306a 3053 3068 306f 3001 306f 3058 3081 3066 3067 3059 2026
0x001560AB	0x00016B4C	0x00053422	401003	210401003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 79c1 306f 3001 304a 304b 3057 3044 306e 3067 3057 3087 3046 304b ff1f
0x001560AC	0x00016B90	0x00053440	401004	210401004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3042 3042 2026
0x001560AD	0x00016BD4	0x00053448	401005	210401005	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3067 3082 3001 72e9 4eba 69d8 3002 3053 308c 306f 3001 3084 306f 308a 559c 3073 306a 306e 3067 3057 3087 3046 304b
0x001560AE	0x00016C18	0x00053478	401006	210401006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3042 3042 2026
0x001560DA	0x00016C5C	0x00053480	401000	210401000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3053 308c 306f 2026 306a 3093 3067 3057 3087 3046 304b ff1f
0x001560DB	0x00016CA0	0x0005349A	401001	210401001	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 79c1 3001 79c1 306b 306f 4f55 3082 3042 308a 307e 305b 3093 3001 5206 304b 3089 306a 3044 3001 5206 304b 3089 306a 3044 306e 3067 3059 304c
0x001560DC	0x00016CE4	0x000534D4	401002	210401002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 6e29 304b 3055 3092 611f 3058 307e 3059 2026 3053 3093 306a 3053 3068 306f 3001 306f 3058 3081 3066 3067 3059 2026
0x001560DD	0x00016D28	0x00053506	401003	210401003	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 79c1 306f 3001 304a 304b 3057 3044 306e 3067 3057 3087 3046 304b ff1f
0x001560DE	0x00016D6C	0x00053524	401004	210401004	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3042 3042 2026
0x001560DF	0x00016DB0	0x0005352C	401055	210401055	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3067 3082 3001 72e9 4eba 69d8 3002 3053 308c 306f 3001 3084 306f 308a 559c 3073 306a 306e 3067 3057 3087 3046 304b
0x001560E0	0x00016DF4	0x0005355C	401006	210401006	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3042 3042 2026
0x0015610C	0x00016E38	0x00053564	401100	210401100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 72e9 4eba 69d8 3002 304a 5f85 3061 3057 3066 304a 308a 307e 3057 305f
0x0015610D	0x00016E7C	0x00053582	401101	210401101	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 9593 3082 306a 304f 591c 660e 3051 2026 591c 3068 5922 306e 7d42 308f 308a 3067 3059 306d
0x0015610E	0x00016EC0	0x000535A8	401102	210401102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 5927 6a39 306e 4e0b 3067 3001 30b2 30fc 30eb 30de 30f3 69d8 304c 304a 5f85 3061 306e 306f 305a 3067 3059
0x0015613E	0x00016F04	0x000535D6	401150	210401150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 72e9 4eba 69d8 3002 304a 5f85 3061 3057 3066 304a 308a 307e 3057 305f
0x0015613F	0x00016F48	0x000535F4	401101	210401101	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 9593 3082 306a 304f 591c 660e 3051 2026 591c 3068 5922 306e 7d42 308f 308a 3067 3059 306d
0x00156140	0x00016F8C	0x0005361A	401102	210401102	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 2026 5927 6a39 306e 4e0b 3067 3001 30b2 30fc 30eb 30de 30f3 69d8 304c 304a 5f85 3061 306e 306f 305a 3067 3059
0x00156170	0x00016FD0	0x00053648	401200	210401200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 5927 6a39 306e 4e0b 3067 3001 30b2 30fc 30eb 30de 30f3 69d8 304c 304a 5f85 3061 306e 306f 305a 3067 3059
0x00156171	0x00017014	0x00053674	401201	210401201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3055 3042 3001 72e9 4eba 69d8 2026
0x001561A2	0x00017058	0x00053684	401200	210401200	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 5927 6a39 306e 4e0b 3067 3001 30b2 30fc 30eb 30de 30f3 69d8 304c 304a 5f85 3061 306e 306f 305a 3067 3059
0x001561A3	0x0001709C	0x000536B0	401251	210401251	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3055 3042 3001 72e9 4eba 69d8 2026
0x001561D4	0x000170E0	0x000536C0	401300	210401300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 3055 3088 3046 306a 3089 3001 72e9 4eba 69d8
0x001561D5	0x00017124	0x000536D4	401301	210401301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 3042 306a 305f 306e 76ee 899a 3081 304c 3001 6709 610f 306a 3082 306e 3067 3042 308a 307e 3059 3088 3046 306b
0x00156206	0x00017168	0x00053702	401350	210401350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 3055 3088 3046 306a 3089 3001 72e9 4eba 69d8
0x00156207	0x000171AC	0x00053716	401351	210401351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 3042 306a 305f 306e 76ee 899a 3081 304c 3001 6709 610f 306a 3082 306e 3067 3042 308a 307e 3059 3088 3046 306b
0x00156238	0x000171F0	0x00053744	401400	210401400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 307e 305f 3001 7363 72e9 308a 306e 591c 304c 306f 3058 307e 308a 307e 3059 306d
0x0015629C	0x00017234	0x00053766	401500	210401500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 30af 30b9 30af 30b9 30af 30b9 30c3
0x0015629D	0x00017278	0x00053776	401501	210401501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 3042 3042 3001 304a 5bd2 3044 3067 3057 3087 3046
0x0015629E	0x000172BC	0x0005378C	401502	210401502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 72e9 4eba 69d8 2026
0x001562CE	0x00017300	0x00053796	401500	210401500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 30af 30b9 30af 30b9 30af 30b9 30c3
0x001562CF	0x00017344	0x000537A6	401501	210401501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 3042 3042 3001 304a 5bd2 3044 3067 3057 3087 3046
0x001562D0	0x00017388	0x000537BC	401552	210401552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 72e9 4eba 69d8 2026
0x00156300	0x000173CC	0x000537C6	401600	210401600	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 ff08 6bb4 308a 3064 3051 3089 308c 305f 3068 304d 002f 65ac 308a 3064 3051 3089 308c 305f 3068 304d 306e 60b2 9cf4 3092 5e7e 3064 304b 000a 3000 3042 307e 308a 5927 304d 306a 58f0 306f 3060 3055 305a 3001 58f0 3092 6291 3048 8010 3048 308b 611f 3058 ff09
0x00156364	0x00017410	0x0005382E	401700	210401700	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3059 307f 307e 305b 3093 3001 3042 306a 305f 3092 4e0d 5feb 306b 3055 305b 307e 3057 305f
0x00156365	0x00017454	0x00053854	401701	210401701	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3069 3046 305e 3001 79c1 306e 52d5 304d 3092 3068 3081 3066 304f 3060 3055 3044
0x00156366	0x00017498	0x00053876	401702	210401702	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 305d 3046 306a 3063 3066 3082 3001 4f53 306f 3001 3042 306a 305f 306e 52a9 3051 306b 306a 308b 3067 3057 3087 3046
0x00156367	0x000174DC	0x000538A6	401703	210401703	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3067 3059 304b 3089 3001 3069 3046 305e 3054 5b89 5fc3 304f 3060 3055 3044 2026
0x00156396	0x00017520	0x000538C8	401750	210401750	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	 3059 307f 307e 305b 3093 3001 3042 306a 305f 3092 4e0d 5feb 306b 3055 305b 307e 3057 305f
