9090000	*
10000000	*
10000100	*
10000200	*
10000300	*
10000400	*
10000500	*
10000600	*
10000700	*
10000800	*
10000900	*
10001000	*
10001100	*
10001200	*
10001300	*
10001400	*
10001500	*
10090000	*
10100000	*
10100100	*
10100200	*
10100300	*
10100400	*
10100500	*
10100600	*
10100700	*
10100800	*
10100900	*
10101000	*
10101100	*
10101200	*
10101300	*
10101400	*
10101500	*
10190000	*
11000000	*
11000100	*
11000200	*
11000300	*
11000400	*
11000500	*
11000600	*
11000700	*
11000800	*
11000900	*
11001000	*
11001100	*
11001200	*
11001300	*
11001400	*
11001500	*
11090000	*
12000000	*
12000100	*
12000200	*
12000300	*
12000400	*
12000500	*
12000600	*
12000700	*
12000800	*
12000900	*
12001000	*
12001100	*
12001200	*
12001300	*
12001400	*
12001500	*
12090000	*
13000000	*
13000100	*
13000200	*
13000300	*
13000400	*
13000500	*
13000600	*
13000700	*
13000800	*
13000900	*
13001000	*
13001100	*
13001200	*
13001300	*
13001400	*
13001500	*
13090000	*
14000000	*
14000100	*
14000200	*
14000300	*
14000400	*
14000500	*
14000600	*
14000700	*
14000800	*
14000900	*
14001000	*
14001100	*
14001200	*
14001300	*
14001400	*
14001500	*
14090000	*
14090100	*
14100000	*
14100100	*
14100200	*
14100300	*
14100400	*
14100500	*
14100600	*
14100700	*
14100800	*
14100900	*
14101000	*
14101100	*
14101200	*
14101300	*
14101400	*
14101500	*
14190000	*
14200000	*
14200100	*
14200200	*
14200300	*
14200400	*
14200500	*
14200600	*
14200700	*
14200800	*
14200900	*
14201000	*
14201100	*
14201200	*
14201300	*
14201400	*
14201500	*
14290000	*
15000000	*
15000100	*
15000200	*
15000300	*
15000400	*
15000500	*
15000600	*
15000700	*
15000800	*
15000900	*
15001000	*
15001100	*
15001200	*
15001300	*
15001400	*
15001500	*
15090000	*
16000000	*
16000100	*
16000200	*
16000300	*
16000400	*
16000500	*
16000600	*
16000700	*
16000800	*
16000900	*
16001000	*
16001100	*
16001200	*
16001300	*
16001400	*
16001500	*
16090000	*
17000000	*
17000100	*
17000200	*
17000300	*
17000400	*
17000500	*
17000600	*
17000700	*
17000800	*
17000900	*
17001000	*
17001100	*
17001200	*
17001300	*
17001400	*
17001500	*
17090000	*
18000000	*
18000100	*
18000200	*
18000300	*
18000400	*
18000500	*
18000600	*
18000700	*
18000800	*
18000900	*
18001000	*
18001100	*
18001200	*
18001300	*
18001400	*
18001500	*
18090000	*
18100000	*
18100100	*
18100200	*
18100300	*
18100400	*
18100500	*
18100600	*
18100700	*
18100800	*
18100900	*
18101000	*
18190000	*
19000000	*
19000100	*
19000200	*
19000300	*
19000400	*
19000500	*
19000600	*
19000700	*
19000800	*
19000900	*
19001000	*
19001100	*
19001200	*
19001300	*
19001400	*
19001500	*
19090000	*
20000000	*
20000100	*
20000200	*
20000300	*
20000400	*
20000500	*
20000600	*
20000700	*
20000800	*
20000900	*
20001000	*
20001100	*
20001200	*
20001300	*
20001400	*
20001500	*
20090000	*
20090100	*
20100000	*
20100100	*
20100200	*
20100300	*
20100400	*
20100500	*
20100600	*
20100700	*
20100800	*
20100900	*
20101000	*
20101100	*
20101200	*
20101300	*
20101400	*
20101500	*
20190000	*
20190100	*
21000000	*
21000100	*
21000200	*
21000300	*
21000400	*
21000500	*
21000600	*
21000700	*
21000800	*
21000900	*
21001000	*
21001100	*
21001200	*
21001300	*
21001400	*
21001500	*
21090000	*
22000000	Threaded Cane
22000100	Threaded Cane +1
22000200	Threaded Cane +2
22000300	*
22000400	*
22000500	*
22000600	*
22000700	*
22000800	*
22000900	*
22001000	*
22090000	*
